album,artist,bnm,bnr,date,reviewer,score,url
Spaghetti Factory,PeeWee Longway,0,0,April 27 2018,Torii MacAdams,6.7,https://pitchfork.com/reviews/albums/peewee-longway-spaghetti-factory/
Trout Mask Replica,Captain Beefheart and His Magic Band,0,1,April 28 2018,Marc Masters,10,https://pitchfork.com/reviews/albums/captain-beefheart-and-his-magic-band-trout-mask-replica/
A Piece of Beyond,DJ Bone,0,0,April 27 2018,Chal Ravens,7.1,https://pitchfork.com/reviews/albums/dj-bone-a-piece-of-beyond/
Conquistador,Dylan Carlson,0,0,April 27 2018,Grayson Haver Currin,6.7,https://pitchfork.com/reviews/albums/dylan-carlson-conquistador/
Bloodline,Steven Julien,0,0,April 28 2018,Ben Cardew,7.1,https://pitchfork.com/reviews/albums/steven-julien-bloodline/
Twerp Verse,Speedy Ortiz,0,0,April 27 2018,Alfred Soto,7.4,https://pitchfork.com/reviews/albums/speedy-ortiz-twerp-verse/
Crop Circle,Nines,0,0,April 28 2018,Ciaran Thapar,7.5,https://pitchfork.com/reviews/albums/nines-crop-circle/
Gate 13,"Del the Funky Homosapien,Amp Live ",0,0,April 28 2018,Phillip Mlynar,7.4,https://pitchfork.com/reviews/albums/del-the-funky-homosapien-amp-live-gate-13/
Eat the Elephant,A Perfect Circle,0,0,April 23 2018,Zoe Camp,4.9,https://pitchfork.com/reviews/albums/a-perfect-circle-eat-the-elephant/
KOD,J. Cole,0,0,April 24 2018,Jonah Bromwich,6.3,https://pitchfork.com/reviews/albums/j-cole-kod/
Primal Heart,Kimbra,0,0,April 25 2018,Eve Barlow,5.9,https://pitchfork.com/reviews/albums/kimbra-primal-heart/
Complicit EP,Gang of Four,0,0,April 25 2018,Brad Shoup,5.7,https://pitchfork.com/reviews/albums/gang-of-four-complicit-ep/
The Scars of Man on the Once Nameless Wilderness (I and II),Panopticon,0,0,April 24 2018,Zoe Camp,7.3,https://pitchfork.com/reviews/albums/panopticon-the-scars-of-man-on-the-once-nameless-wilderness-i-and-ii/
Sun Go Nova,Denmark Vessey,0,0,April 24 2018,Stephen Kearse,6.4,https://pitchfork.com/reviews/albums/denmark-vessey-sun-go-nova/
Lavender,Half Waif,0,0,April 25 2018,Sasha Geffen,7.8,https://pitchfork.com/reviews/albums/half-waif-lavender/
44/876,"Sting,Shaggy",0,0,April 25 2018,Evan Rytlewski,4.8,https://pitchfork.com/reviews/albums/sting-shaggy-44876/
Stargate Music,Ras G & the Afrikan Space Program,0,0,April 24 2018,Andy Beta,6.7,https://pitchfork.com/reviews/albums/ras-g-and-the-afrikan-space-program-stargate-music/
"am i happy, singing_",Ricky Eat Acid,0,0,April 23 2018,Madison Bloom,7.9,https://pitchfork.com/reviews/albums/ricky-eat-acid-am-i-happy-singing-/
Everywhere at the End of Time - Stage 4,The Caretaker,0,0,April 26 2018,Miles Bowe,7.9,https://pitchfork.com/reviews/albums/the-caretaker-everywhere-at-the-end-of-time-stage-4/
Hippo Lite,DRINKS,0,0,April 23 2018,Jenn Pelly,8.0,https://pitchfork.com/reviews/albums/drinks-hippo-lite/
Inter-Fusion,Shuggie Otis,0,0,April 21 2018,Robert Ham,4.6,https://pitchfork.com/reviews/albums/shuggie-otis-inter-fusion/
Addendum,John Maus,0,0,April 20 2018,Evan Rytlewski,7.4,https://pitchfork.com/reviews/albums/john-maus-addendum/
Boxer (Live in Brussels),The National,0,0,April 21 2018,Ian Cohen,6.0,https://pitchfork.com/reviews/albums/the-national-boxer-live-in-brussels/
Hahaha,Yazan,0,0,April 23 2018,Nina Corcoran,6.8,https://pitchfork.com/reviews/albums/yazan-hahaha/
"I, Jonathan",Jonathan Richman,0,0,April 22 2018,Marc Hogan,8.7,https://pitchfork.com/reviews/albums/jonathan-richman-i-jonathan/
Bless Yo Trap,"Smokepurpp,Murda Beatz",0,0,April 21 2018,Sheldon Pearce,4.8,https://pitchfork.com/reviews/albums/smokepurpp-murda-beatz-bless-yo-trap/
When I Think of You in a Castle,Post Animal,0,0,April 21 2018,Larry Fitzmaurice,6.9,https://pitchfork.com/reviews/albums/post-animal-when-i-think-of-you-in-a-castle/
BC35: The 35 Year Anniversary of BC Studio,,0,0,April 20 2018,Dale W Eisinger,7.3,https://pitchfork.com/reviews/albums/various-artists-bc35-the-35-year-anniversary-of-bc-studio/
A Girl Cried Red,Princess Nokia,0,0,April 18 2018,Melissa Giannini,5.9,https://pitchfork.com/reviews/albums/princess-nokia-a-girl-cried-red/
Joyride,Tinashe,0,0,April 19 2018,Eric Torres,6.8,https://pitchfork.com/reviews/albums/tinashe-joyride/
ruiner,"nothing,nowhere.",0,0,April 20 2018,Austin Brown,5.6,https://pitchfork.com/reviews/albums/nothingnowhere-ruiner/
Remains,International Harvester,0,0,April 20 2018,Marc Masters,8.4,https://pitchfork.com/reviews/albums/international-harvester-remains/
Song for Alpha,Daniel Avery,0,0,April 18 2018,Patric Fallon,6.7,https://pitchfork.com/reviews/albums/daniel-avery-song-for-alpha/
Beautiful Thing,Alexis Taylor,0,0,April 20 2018,Jesse Dorris,6.8,https://pitchfork.com/reviews/albums/alexis-taylor-beautiful-thing/
The Underdog,GUM,0,0,April 17 2018,Stuart Berman,7.2,https://pitchfork.com/reviews/albums/gum-the-underdog/
Selectors 005,Lena Willikens,0,0,April 19 2018,Philip Sherburne,7.8,https://pitchfork.com/reviews/albums/lena-willikens-selectors-005/
Dimensional People,Mouse on Mars,0,0,April 18 2018,Mark Richardson,7.6,https://pitchfork.com/reviews/albums/mouse-on-mars-dimensional-people/
Roxy - Tonight’s the Night Live,Neil Young,0,1,April 17 2018,Erin Osmon,8.3,https://pitchfork.com/reviews/albums/neil-young-roxy-tonights-the-night-live/
Gada,Littlebabyangel,0,0,April 19 2018,Max Mertens,7.3,https://pitchfork.com/reviews/albums/littlebabyangel-gada/
The ArtScience Remixes EP,"Robert Glasper,Kaytranada",0,0,April 19 2018,Dean Van Nguyen,6.7,https://pitchfork.com/reviews/albums/robert-glasper-kaytranada-the-artscience-remixes-ep/
Aphelion EP,Ross From Friends,0,0,April 18 2018,Ezra Marcus,7.1,https://pitchfork.com/reviews/albums/ross-from-friends-aphelion-ep/
Let Night Come on Bells End the Day,Sarah Davachi,0,0,April 17 2018,Chal Ravens,7.5,https://pitchfork.com/reviews/albums/sarah-davachi-let-night-come-on-bells-end-the-day/
Cerebral Hemispheres,Mr. Fingers,0,0,April 16 2018,Philip Sherburne,7.4,https://pitchfork.com/reviews/albums/mr-fingers-cerebral-hemispheres/
Capture the Flag,War On Women,0,0,April 17 2018,Jenn Pelly,7.6,https://pitchfork.com/reviews/albums/war-on-women-capture-the-flag/
Universal Love: Wedding Songs Reimagined EP,,0,0,April 13 2018,Abigail Covington,6.4,https://pitchfork.com/reviews/albums/various-artists-universal-love-wedding-songs-reimagined-ep/
Pinned,A Place to Bury Strangers,0,0,April 13 2018,Sasha Geffen,5.3,https://pitchfork.com/reviews/albums/a-place-to-bury-strangers-pinned/
The Marshall Mathers LP,Eminem,0,0,April 15 2018,Jeremy D. Larson,9.4,https://pitchfork.com/reviews/albums/eminem-the-marshall-mathers-lp/
Tree of Forgiveness,John Prine,0,0,April 13 2018,Kaleb Horton,7.6,https://pitchfork.com/reviews/albums/john-prine-tree-of-forgiveness/
Songs for Midi EP,Kwes,0,0,April 14 2018,Philip Sherburne,7.5,https://pitchfork.com/reviews/albums/kwes-songs-for-midi-ep/
Connected and Respected,"E-40,B-Legit",0,0,April 14 2018,Torii MacAdams,6.7,https://pitchfork.com/reviews/albums/e-40-b-legit-connected-and-respected/
The Invisible Comes to Us,Anna & Elizabeth,0,0,April 14 2018,Stephen M. Deusner,7.2,https://pitchfork.com/reviews/albums/anna-and-elizabeth-the-invisible-comes-to-us/
Johnny Cash: Forever Words,,0,0,April 14 2018,Rebecca Bengal,7.0,https://pitchfork.com/reviews/albums/various-artists-johnny-cash-forever-words/
Total Xanarchy,Lil Xan,0,0,April 11 2018,Meaghan Garvey,4.7,https://pitchfork.com/reviews/albums/lil-xan-total-xanarchy/
Isolation,Kali Uchis,1,0,April 11 2018,Julianne Escobedo Shepherd,8.6,https://pitchfork.com/reviews/albums/kali-uchis-isolation/
Fragmentos EP,Florentino ,0,0,April 16 2018,Whitney  Wei,7.3,https://pitchfork.com/reviews/albums/florentino-fragmentos-ep/
Personne d’autre,Françoise Hardy,0,0,April 13 2018,Jazz Monroe,6.5,https://pitchfork.com/reviews/albums/francoise-hardy-personne-dautre/
CARE FOR ME,Saba,1,0,April 12 2018,Sheldon Pearce,8.7,https://pitchfork.com/reviews/albums/saba-care-for-me/
The Other,King Tuff,0,0,April 16 2018,Stuart Berman,6.5,https://pitchfork.com/reviews/albums/king-tuff-the-other/
Challenge Me Foolish,µ-Ziq,0,0,April 16 2018,Andy Beta,5.8,https://pitchfork.com/reviews/albums/-ziq-challenge-me-foolish/
Invasion of Privacy,Cardi B,1,0,April 10 2018,Sheldon Pearce,8.7,https://pitchfork.com/reviews/albums/cardi-b-invasion-of-privacy/
Where We Were Together,Say Sue Me ,0,0,April 12 2018,Steven Arroyo,6.8,https://pitchfork.com/reviews/albums/say-sue-me-where-we-were-together/
H,Husalah,0,0,April 12 2018,Jay Balfour,7.2,https://pitchfork.com/reviews/albums/husalah-h/
The Deconstruction,Eels,0,0,April 13 2018,Ian Cohen,3.0,https://pitchfork.com/reviews/albums/eels-the-deconstruction/
Private Stock,Cavalier,0,0,April 12 2018,Paul A. Thompson,7.5,https://pitchfork.com/reviews/albums/cavalier-private-stock/
Vacation in Hell,Flatbush Zombies,0,0,April 10 2018,Stephen Kearse,7.1,https://pitchfork.com/reviews/albums/flatbush-zombies-vacation-in-hell/
Geography,Tom Misch,0,0,April 11 2018,Jonah Bromwich,6.5,https://pitchfork.com/reviews/albums/tom-misch-geography/
Loud Patterns,Makeness,0,0,April 10 2018,Stuart Berman,7.2,https://pitchfork.com/reviews/albums/makeness-loud-patterns/
Bellowing Sun,Mind Over Mirrors,0,0,April 11 2018,Grayson Haver Currin,8.0,https://pitchfork.com/reviews/albums/mind-over-mirrors-bellowing-sun/
American Recordings,Johnny Cash,0,0,April 8 2018,Kaleb Horton,8.2,https://pitchfork.com/reviews/albums/johnny-cash-american-recordings/
Sex & Food,Unknown Mortal Orchestra,0,0,April 9 2018,Jazz Monroe,7.0,https://pitchfork.com/reviews/albums/unknown-mortal-orchestra-sex-and-food/
Pain & Pleasure EP,Tink,0,0,April 7 2018,Claire Lobenfeld,6.3,https://pitchfork.com/reviews/albums/tink-pain-and-pleasure-ep/
Moosebumps: An Exploration Into Modern Day Horripilation,Dr. Octagon,0,0,April 7 2018,Ben Cardew,6.7,https://pitchfork.com/reviews/albums/dr-octagon-moosebumps-an-exploration-into-modern-day-horripilation/
The World Is Yours,Rich the Kid,0,0,April 9 2018,Frankie Caracciolo,6.6,https://pitchfork.com/reviews/albums/rich-the-kid-the-world-is-yours/
Sextape,Glasser,0,0,April 9 2018,Sasha Geffen,7.8,https://pitchfork.com/reviews/albums/glasser-sextape/
You Fucken Sucker,Paul de Jong,0,0,April 7 2018,Daniel Martin-McCormick,5.5,https://pitchfork.com/reviews/albums/paul-de-jong-you-fucken-sucker/
Hellbender,Zeke,0,0,April 7 2018,Andy O'Connor,7.7,https://pitchfork.com/reviews/albums/zeke-hellbender/
Goat Girl,Goat Girl ,0,0,April 9 2018,Eve Barlow,7.5,https://pitchfork.com/reviews/albums/goat-girl-goat-girl/
There’s Always More at the Store EP,Project Pablo,0,0,April 10 2018,Andy Beta,6.7,https://pitchfork.com/reviews/albums/project-pablo-theres-always-more-at-the-store-ep/
Sister Cities,The Wonder Years,0,0,April 6 2018,Luke O'Neil,7.1,https://pitchfork.com/reviews/albums/the-wonder-years-sister-cities/
"Bark Your Head Off, Dog",Hop Along,0,0,April 6 2018,Jayson Greene,8.0,https://pitchfork.com/reviews/albums/hop-along-bark-your-head-off-dog/
"The Louder I Call, the Faster It Runs",Wye Oak,0,0,April 6 2018,Brad Shoup,8.0,https://pitchfork.com/reviews/albums/wye-oak-the-louder-i-call-the-faster-it-runs/
Virtue,The Voidz,0,0,April 5 2018,Stuart Berman,6.9,https://pitchfork.com/reviews/albums/the-voidz-virtue/
Chris Carter’s Chemistry Lessons Volume One,Chris Carter,0,0,April 5 2018,Jesse Dorris,8.0,https://pitchfork.com/reviews/albums/chris-carter-chris-carters-chemistry-lessons-volume-one/
Just Cause Y’all Waited,Lil Durk,0,0,April 5 2018,Dean Van Nguyen,7.3,https://pitchfork.com/reviews/albums/lil-durk-just-cause-yall-waited/
Golden,Kylie Minogue,0,0,April 6 2018,Ben Cardew,5.4,https://pitchfork.com/reviews/albums/kylie-minogue-golden/
I Don’t Run,Hinds,0,0,April 6 2018,Stuart Berman,7.4,https://pitchfork.com/reviews/albums/hinds-i-dont-run/
Liberating Guilt and Fear,Empath,0,0,April 5 2018,Judy Berman,8.1,https://pitchfork.com/reviews/albums/empath-liberating-guilt-and-fear/
"My Dear Melancholy,",The Weeknd,0,0,April 3 2018,Larry Fitzmaurice,6.5,https://pitchfork.com/reviews/albums/the-weeknd-my-dear-melancholy-ep/
Daphne & Celeste Save The World,Daphne & Celeste,0,0,April 4 2018,Cameron Cook,7.0,https://pitchfork.com/reviews/albums/daphne-and-celeste-daphne-and-celeste-save-the-world/
Everything’s Fine,"Jean Grae,Quelle Chris",1,0,April 4 2018,Sheldon Pearce,8.4,https://pitchfork.com/reviews/albums/jean-grae-quelle-chris-everythings-fine/
Raw Like Sushi,Neneh Cherry,0,0,April 1 2018,Maura Johnston,8.0,https://pitchfork.com/reviews/albums/neneh-cherry-raw-like-sushi/
NON Worldwide Compilation Trilogy Volume 2: Part 1,,0,0,April 4 2018,Max Mertens,7.4,https://pitchfork.com/reviews/albums/various-artists-non-worldwide-compilation-trilogy-volume-2-part-1/
Haze,The Shacks,0,0,April 4 2018,Margaret Farrell,6.1,https://pitchfork.com/reviews/albums/the-shacks-haze/
Golden Hour,Kacey Musgraves,1,0,April 2 2018,Sam Sodomsky,8.7,https://pitchfork.com/reviews/albums/kacey-musgraves-golden-hour/
Czarface Meets Metal Face,"Czarface,MF DOOM",0,0,April 2 2018,Mehan Jayasuriya,6.4,https://pitchfork.com/reviews/albums/czarface-mf-doom-czarface-meets-metal-face/
Expectations,Hayley Kiyoko,0,0,April 2 2018,Laura Snapes,6.0,https://pitchfork.com/reviews/albums/hayley-kiyoko-expectations/
No Joy / Sonic Boom EP,"No Joy,Sonic Boom",0,0,March 31 2018,Nina Corcoran,5.8,https://pitchfork.com/reviews/albums/no-joy-sonic-boom-no-joy-sonic-boom-ep/
"Shake It Up,Heartbeat City","The Cars,The Cars",0,0,March 31 2018,Alfred Soto,"6.9,7.5",https://pitchfork.com/reviews/albums/the-cars-shake-it-up-heartbeat-city/
The Calling EP,Sevdaliza,0,0,April 2 2018,Katherine St. Asaph,7.0,https://pitchfork.com/reviews/albums/sevdaliza-the-calling-ep/
Uneven Paths: Deviant Pop From Europe 1980-1991,,0,0,April 3 2018,Andy Beta,7.2,https://pitchfork.com/reviews/albums/various-artists-uneven-paths-deviant-pop-from-europe-1980-1991/
Warm Bodies,Warm Bodies,0,0,April 3 2018,Evan Minsker,7.7,https://pitchfork.com/reviews/albums/warm-bodies-warm-bodies/
Liberty,Lindi Ortega,0,0,April 3 2018,Stephen M. Deusner,7.4,https://pitchfork.com/reviews/albums/lindi-ortega-liberty/
"Ceremony of Dreams: Studio Sessions & Outtakes, 1972-1977",Entourage,0,0,March 31 2018,Grayson Haver Currin,7.6,https://pitchfork.com/reviews/albums/entourage-ceremony-of-dreams-studio-sessions-and-outtakes-1972-1977/
The Messthetics,The Messthetics,0,0,March 31 2018,Stuart Berman,7.4,https://pitchfork.com/reviews/albums/the-messthetics-the-messthetics/
Collection 1,SAINt JHN,0,0,March 30 2018,Briana Younger,6.9,https://pitchfork.com/reviews/albums/saint-jhn-collection-1/
Code Girl,Mary Halvorson,0,0,March 30 2018,Seth Colter Walls,8.1,https://pitchfork.com/reviews/albums/mary-halvorson-code-girl/
Gravitational Pull vs. the Desire for an Aquatic Life,Stars of the Lid,0,0,March 30 2018,Andy Beta,7.7,https://pitchfork.com/reviews/albums/stars-of-the-lid-gravitational-pull-vs-the-desire-for-an-aquatic-life/
Freedom,Amen Dunes,1,0,March 30 2018,Sam Sodomsky,8.6,https://pitchfork.com/reviews/albums/amen-dunes-freedom/
Sex & Cigarettes,Toni Braxton,0,0,March 29 2018,Claire Lobenfeld,6.8,https://pitchfork.com/reviews/albums/toni-braxton-sex-and-cigarettes/
Your Queen Is a Reptile,Sons of Kemet,0,0,March 30 2018,Madison Bloom,7.6,https://pitchfork.com/reviews/albums/sons-of-kemet-your-queen-is-a-reptile/
The Rite of May EP,Oklou,0,0,March 29 2018,Jamieson Cox,6.7,https://pitchfork.com/reviews/albums/oklou-the-rite-of-may-ep/
Vessel,Frankie Cosmos,0,0,March 29 2018,Jenn Pelly,7.8,https://pitchfork.com/reviews/albums/frankie-cosmos-vessel/
The Four Worlds,Mark Pritchard,0,0,March 28 2018,Ben Cardew,7.6,https://pitchfork.com/reviews/albums/mark-pritchard-the-four-worlds/
Isle of Dogs (Original Soundtrack),,0,0,March 28 2018,Calum Marsh,7.3,https://pitchfork.com/reviews/albums/various-artists-isle-of-dogs-original-soundtrack/
Don Talk,Don Q,0,0,March 29 2018,Stephen Kearse,5.2,https://pitchfork.com/reviews/albums/don-q-don-talk/
Paradox (Original Music From the Film),"Neil Young,Promise of the Real",0,0,March 28 2018,Stephen Thomas Erlewine,6.0,https://pitchfork.com/reviews/albums/neil-young-promise-of-the-real-paradox-original-music-from-the-film/
"The Final Tour: The Bootleg Series, Vol. 6","Miles Davis,John Coltrane",0,1,March 27 2018,Andy Beta,8.3,https://pitchfork.com/reviews/albums/miles-davis-john-coltrane-the-final-tour-the-bootleg-series-vol-6/
01DEAS,The Maghreban,0,0,March 27 2018,Philip Sherburne,7.2,https://pitchfork.com/reviews/albums/the-maghreban-01deas/
Blueprint,Alice Bag,0,0,March 27 2018,Nina Corcoran,7.4,https://pitchfork.com/reviews/albums/alice-bag-blueprint/
California EP,Diplo,0,0,March 26 2018,Jonah Bromwich,7.4,https://pitchfork.com/reviews/albums/diplo-california-ep/
The Kids Are Alright,Chloe x Halle,0,0,March 27 2018,Briana Younger,7.6,https://pitchfork.com/reviews/albums/chloe-x-halle-the-kids-are-alright/
Edgewood,Trouble,0,0,March 28 2018,Jackson Howard,7.8,https://pitchfork.com/reviews/albums/trouble-edgewood/
Cinema,Holger Czukay,0,1,March 26 2018,Daniel Martin-McCormick,9.0,https://pitchfork.com/reviews/albums/holger-czukay-cinema/
Hormone Lemonade,Cavern of Anti-Matter,0,0,March 24 2018,Ben Cardew,7.7,https://pitchfork.com/reviews/albums/cavern-of-anti-matter-hormone-lemonade/
"Closing Time,The Heart of Saturday Night,Nighthawks at the Diner,Small Change,Foreign Affairs,Blue Valentine,Heartattack and Vine","Tom Waits,Tom Waits,Tom Waits,Tom Waits,Tom Waits,Tom Waits,Tom Waits",0,0,March 24 2018,Stephen M. Deusner,"8.7,7.9,8.5,9.0,7.8,8.3,8.5",https://pitchfork.com/reviews/albums/tom-waits-closing-timethe-heart-of-saturday-nightnighthawks-at-the-dinersmall-changeforeign-affairsblue-valentineheartattack-and-vine/
Something Else,The Kinks,0,0,March 25 2018,Luc Sante,9.3,https://pitchfork.com/reviews/albums/the-kinks-something-else/
2 Tone,"Shuta Hasunuma,U-zhaan",0,0,March 26 2018,Steven Arroyo,7.4,https://pitchfork.com/reviews/albums/shuta-hasunuma-u-zhaan-2-tone/
Twentytwo in Blue,Sunflower Bean,0,0,March 26 2018,Ian Cohen,6.4,https://pitchfork.com/reviews/albums/sunflower-bean-twentytwo-in-blue/
Music and Poetry of the Kesh,"Ursula K. Le Guin,Todd Barton",0,1,March 23 2018,Rebecca Bengal,8.3,https://pitchfork.com/reviews/albums/ursula-k-le-guin-todd-barton-music-and-poetry-of-the-kesh/
Boarding House Reach,Jack White,0,0,March 23 2018,Jayson Greene,4.7,https://pitchfork.com/reviews/albums/boarding-house-reach/
New Material,Preoccupations,0,0,March 22 2018,Sasha Geffen,7.6,https://pitchfork.com/reviews/albums/preoccupations-new-material/
Cardamom Garden EP,Habibi,0,0,March 24 2018,Vrinda Jagota,6.8,https://pitchfork.com/reviews/albums/habibi-cardamom-garden-ep/
Deep Soundscapes,Takecha,0,0,March 24 2018,Jesse Weiss,7.2,https://pitchfork.com/reviews/albums/takecha-deep-soundscapes/
The Smoke,Lolina,0,0,March 23 2018,Sasha Geffen,8.0,https://pitchfork.com/reviews/albums/lolina-the-smoke/
Longwave,Bonny Doon,0,0,March 23 2018,Calum Marsh,6.3,https://pitchfork.com/reviews/albums/bonny-doon-longwave/
High Maintenance EP,Saweetie,0,0,March 21 2018,Briana Younger,6.7,https://pitchfork.com/reviews/albums/saweetie-high-maintenance-ep/
PRhyme 2,PRhyme,0,0,March 22 2018,Jonah Bromwich,6.1,https://pitchfork.com/reviews/albums/prhyme-prhyme-2/
Rich as in Spirit,Rich Homie Quan,0,0,March 21 2018,Sheldon Pearce,7.7,https://pitchfork.com/reviews/albums/rich-homie-quan-rich-as-in-spirit/
Brat Mail,Kash Doll,0,0,March 22 2018,Brian Josephs,6.1,https://pitchfork.com/reviews/albums/kash-doll-brat-mail/
Elevators: Act I & II,Bishop Nehru,0,0,March 22 2018,Dean Van Nguyen,6.2,https://pitchfork.com/reviews/albums/bishop-nehru-elevators-act-i-and-ii/
A Strange Journey Into the Unimaginable,Murs,0,0,March 21 2018,Evan Rytlewski,6.8,https://pitchfork.com/reviews/albums/murs-a-strange-journey-into-the-unimaginable/
No Fool Like an Old Fool,Caroline Says,0,0,March 21 2018,Jillian Mapes,7.5,https://pitchfork.com/reviews/albums/caroline-says-no-fool-like-an-old-fool/
Bliss,Hell to Pay,0,0,March 20 2018,Andy O'Connor,7.2,https://pitchfork.com/reviews/albums/hell-to-pay-bliss/
All That Must Be,George FitzGerald,0,0,March 20 2018,Philip Sherburne,6.4,https://pitchfork.com/reviews/albums/george-fitzgerald-all-that-must-be/
Ventriloquism,Meshell Ndegeocello,0,0,March 17 2018,Brad Nelson,7.8,https://pitchfork.com/reviews/albums/meshell-ndegeocello-ventriloquism/
